,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
4568,"['beer', 'lover', 'troublemaker', 'web', 'fanatic', 'twitter', 'scholar', 'evil', 'entrepreneur', 'wannabe', 'alcohol', 'junkie', 'internet', 'enthusiast']",9,5,8,6,9,0,2,"[('alcohol', 'junkie'), ('beer', 'lover'), ('entrepreneur', 'wannabe'), ('evil', 'entrepreneur'), ('fanatic', 'twitter'), ('internet', 'enthusiast'), ('junkie', 'internet'), ('lover', 'troublemaker'), ('scholar', 'evil'), ('troublemaker', 'web'), ('twitter', 'scholar'), ('wannabe', 'alcohol'), ('web', 'fanatic')]"
4569,"['devoted', 'zombie', 'guru', 'incurable', 'organizer', 'lifelong', 'food', 'specialist', 'infuriatingly', 'humble', 'pop', 'culture', 'evangelist']",3,5,6,8,5,8,4,"[('culture', 'evangelist'), ('devoted', 'zombie'), ('food', 'specialist'), ('guru', 'incurable'), ('humble', 'pop'), ('incurable', 'organizer'), ('infuriatingly', 'humble'), ('lifelong', 'food'), ('organizer', 'lifelong'), ('pop', 'culture'), ('specialist', 'infuriatingly'), ('zombie', 'guru')]"
4570,"['twitter', 'expert', 'thinker', 'alcohol', 'advocate', 'unapologetic', 'organizer', 'lifelong', 'music', 'guru']",3,7,1,1,4,1,5,"[('advocate', 'unapologetic'), ('alcohol', 'advocate'), ('expert', 'thinker'), ('lifelong', 'music'), ('music', 'guru'), ('organizer', 'lifelong'), ('thinker', 'alcohol'), ('twitter', 'expert'), ('unapologetic', 'organizer')]"
4571,"['travel', 'aficionado', 'incurable', 'troublemaker', 'passionate', 'thinker', 'certified', 'coffee', 'scholar', 'analyst']",2,1,5,0,7,0,0,"[('aficionado', 'incurable'), ('certified', 'coffee'), ('coffee', 'scholar'), ('incurable', 'troublemaker'), ('passionate', 'thinker'), ('scholar', 'analyst'), ('thinker', 'certified'), ('travel', 'aficionado'), ('troublemaker', 'passionate')]"
4572,"['unapologetic', 'music', 'fanatic', 'avid', 'beer', 'nerd', 'pop', 'culture', 'practitioner', 'zombie', 'fanatic', 'hipster-friendly', 'web', 'lover']",3,0,4,7,3,2,9,"[('avid', 'beer'), ('beer', 'nerd'), ('culture', 'practitioner'), ('hipster-friendly', 'web'), ('nerd', 'pop'), ('pop', 'culture'), ('practitioner', 'zombie'), ('unapologetic', 'music'), ('web', 'lover'), ('fanatic', 'avid'), ('fanatic', 'hipster-friendly'), ('music', 'fanatic'), ('zombie', 'fanatic')]"
4573,"['evil', 'coffee', 'guru', 'freelance', 'problem', 'solver', 'friendly', 'social', 'medium', 'practitioner', 'web', 'junkie', 'passionate', 'alcohol', 'nerd']",2,7,5,7,0,7,2,"[('alcohol', 'nerd'), ('coffee', 'guru'), ('evil', 'coffee'), ('freelance', 'problem'), ('friendly', 'social'), ('guru', 'freelance'), ('junkie', 'passionate'), ('medium', 'practitioner'), ('passionate', 'alcohol'), ('practitioner', 'web'), ('problem', 'solver'), ('social', 'medium'), ('solver', 'friendly'), ('web', 'junkie')]"
4574,"['friendly', 'twitter', 'scholar', 'food', 'expert', 'award-winning', 'troublemaker', 'lifelong', 'analyst', 'certified', 'social', 'medium', 'buff', 'problem', 'solver']",8,6,4,6,0,2,6,"[('analyst', 'certified'), ('award-winning', 'troublemaker'), ('buff', 'problem'), ('certified', 'social'), ('expert', 'award-winning'), ('food', 'expert'), ('friendly', 'twitter'), ('lifelong', 'analyst'), ('medium', 'buff'), ('problem', 'solver'), ('scholar', 'food'), ('social', 'medium'), ('troublemaker', 'lifelong'), ('twitter', 'scholar')]"
4575,"['lifelong', 'social', 'medium', 'fan', 'amateur', 'music', 'trailblazer', 'award-winning', 'organizer', 'professional', 'writer']",5,3,3,7,4,0,3,"[('amateur', 'music'), ('award-winning', 'organizer'), ('fan', 'amateur'), ('lifelong', 'social'), ('medium', 'fan'), ('music', 'trailblazer'), ('organizer', 'professional'), ('professional', 'writer'), ('social', 'medium'), ('trailblazer', 'award-winning')]"
4576,"['gamer', 'award-winning', 'alcohol', 'buff', 'pop', 'culture', 'nerd', 'communicator', 'avid', 'internet', 'fan', 'tv', 'fanatic', 'thinker']",8,9,8,1,0,8,0,"[('alcohol', 'buff'), ('avid', 'internet'), ('award-winning', 'alcohol'), ('buff', 'pop'), ('communicator', 'avid'), ('culture', 'nerd'), ('fan', 'tv'), ('fanatic', 'thinker'), ('gamer', 'award-winning'), ('internet', 'fan'), ('nerd', 'communicator'), ('pop', 'culture'), ('tv', 'fanatic')]"
4577,"['beer', 'geek', 'coffee', 'ninja', 'bacon', 'enthusiast', 'certified', 'internet', 'fanatic', 'thinker', 'hipster-friendly', 'gamer', 'amateur', 'social', 'medium', 'practitioner']",3,7,9,2,3,1,6,"[('amateur', 'social'), ('bacon', 'enthusiast'), ('beer', 'geek'), ('certified', 'internet'), ('coffee', 'ninja'), ('enthusiast', 'certified'), ('fanatic', 'thinker'), ('gamer', 'amateur'), ('geek', 'coffee'), ('hipster-friendly', 'gamer'), ('internet', 'fanatic'), ('medium', 'practitioner'), ('ninja', 'bacon'), ('social', 'medium'), ('thinker', 'hipster-friendly')]"
4578,"['communicator', 'organizer', 'avid', 'twitter', 'nerd', 'amateur', 'alcohol', 'fanatic', 'explorer', 'certified', 'writer']",3,0,4,5,2,5,5,"[('alcohol', 'fanatic'), ('amateur', 'alcohol'), ('avid', 'twitter'), ('certified', 'writer'), ('communicator', 'organizer'), ('explorer', 'certified'), ('fanatic', 'explorer'), ('nerd', 'amateur'), ('organizer', 'avid'), ('twitter', 'nerd')]"
4579,"['wannabe', 'music', 'practitioner', 'certified', 'beer', 'nerd', 'web', 'ninja', 'introvert', 'student', 'incurable', 'gamer']",4,9,9,7,7,5,4,"[('beer', 'nerd'), ('certified', 'beer'), ('incurable', 'gamer'), ('introvert', 'student'), ('music', 'practitioner'), ('nerd', 'web'), ('ninja', 'introvert'), ('practitioner', 'certified'), ('student', 'incurable'), ('wannabe', 'music'), ('web', 'ninja')]"
4580,"['hardcore', 'social', 'medium', 'enthusiast', 'creator', 'subtly', 'charming', 'food', 'nerd', 'music', 'fan', 'devoted', 'alcohol', 'guru', 'pop', 'culture', 'fanatic', 'analyst']",7,3,5,0,9,0,4,"[('alcohol', 'guru'), ('charming', 'food'), ('creator', 'subtly'), ('culture', 'fanatic'), ('devoted', 'alcohol'), ('enthusiast', 'creator'), ('fan', 'devoted'), ('fanatic', 'analyst'), ('food', 'nerd'), ('guru', 'pop'), ('hardcore', 'social'), ('medium', 'enthusiast'), ('music', 'fan'), ('nerd', 'music'), ('pop', 'culture'), ('social', 'medium'), ('subtly', 'charming')]"
4581,"['twitter', 'ninja', 'passionate', 'tv', 'enthusiast', 'prone', 'fit', 'apathy', 'extreme', 'web', 'specialist']",6,6,8,9,2,1,2,"[('apathy', 'extreme'), ('enthusiast', 'prone'), ('extreme', 'web'), ('fit', 'apathy'), ('ninja', 'passionate'), ('passionate', 'tv'), ('prone', 'fit'), ('tv', 'enthusiast'), ('twitter', 'ninja'), ('web', 'specialist')]"
4582,"['extreme', 'zombie', 'aficionado', 'typical', 'alcohol', 'fan', 'internetaholic', 'coffee', 'enthusiast', 'beer', 'evangelist', 'music', 'guru']",2,6,0,4,5,5,5,"[('aficionado', 'typical'), ('alcohol', 'fan'), ('beer', 'evangelist'), ('coffee', 'enthusiast'), ('enthusiast', 'beer'), ('evangelist', 'music'), ('extreme', 'zombie'), ('fan', 'internetaholic'), ('internetaholic', 'coffee'), ('music', 'guru'), ('typical', 'alcohol'), ('zombie', 'aficionado')]"
4583,"['friendly', 'problem', 'solver', 'subtly', 'charming', 'student', 'web', 'enthusiast', 'friend', 'animal', 'everywhere', 'evil', 'organizer', 'freelance', 'pop', 'culture', 'geek']",7,9,0,9,2,6,3,"[('animal', 'everywhere'), ('charming', 'student'), ('culture', 'geek'), ('enthusiast', 'friend'), ('everywhere', 'evil'), ('evil', 'organizer'), ('freelance', 'pop'), ('friend', 'animal'), ('friendly', 'problem'), ('organizer', 'freelance'), ('pop', 'culture'), ('problem', 'solver'), ('solver', 'subtly'), ('student', 'web'), ('subtly', 'charming'), ('web', 'enthusiast')]"
4584,"['freelance', 'problem', 'solver', 'tv', 'nerd', 'total', 'gamer', 'typical', 'pop', 'culture', 'maven', 'evil', 'reader', 'communicator', 'amateur', 'student']",6,9,7,8,1,5,8,"[('amateur', 'student'), ('communicator', 'amateur'), ('culture', 'maven'), ('evil', 'reader'), ('freelance', 'problem'), ('gamer', 'typical'), ('maven', 'evil'), ('nerd', 'total'), ('pop', 'culture'), ('problem', 'solver'), ('reader', 'communicator'), ('solver', 'tv'), ('total', 'gamer'), ('tv', 'nerd'), ('typical', 'pop')]"
4585,"['student', 'introvert', 'amateur', 'analyst', 'hardcore', 'creator', 'infuriatingly', 'humble', 'travel', 'junkie']",4,0,5,9,3,7,5,"[('amateur', 'analyst'), ('analyst', 'hardcore'), ('creator', 'infuriatingly'), ('hardcore', 'creator'), ('humble', 'travel'), ('infuriatingly', 'humble'), ('introvert', 'amateur'), ('student', 'introvert'), ('travel', 'junkie')]"
4586,"['subtly', 'charming', 'twitter', 'nerd', 'amateur', 'explorer', 'hipster-friendly', 'beer', 'enthusiast', 'tvaholic']",0,2,9,5,4,0,7,"[('amateur', 'explorer'), ('beer', 'enthusiast'), ('charming', 'twitter'), ('enthusiast', 'tvaholic'), ('explorer', 'hipster-friendly'), ('hipster-friendly', 'beer'), ('nerd', 'amateur'), ('subtly', 'charming'), ('twitter', 'nerd')]"
4587,"['passionate', 'alcohol', 'buff', 'zombie', 'scholar', 'devoted', 'coffee', 'practitioner', 'incurable', 'internet', 'advocate']",2,2,0,6,6,1,3,"[('alcohol', 'buff'), ('buff', 'zombie'), ('coffee', 'practitioner'), ('devoted', 'coffee'), ('incurable', 'internet'), ('internet', 'advocate'), ('passionate', 'alcohol'), ('practitioner', 'incurable'), ('scholar', 'devoted'), ('zombie', 'scholar')]"
4588,"['bacon', 'fanatic', 'friendly', 'zombie', 'evangelist', 'alcohol', 'practitioner', 'explorer', 'coffee', 'enthusiast', 'writer', 'fall', 'lot']",8,0,3,2,2,6,7,"[('alcohol', 'practitioner'), ('bacon', 'fanatic'), ('coffee', 'enthusiast'), ('enthusiast', 'writer'), ('evangelist', 'alcohol'), ('explorer', 'coffee'), ('fall', 'lot'), ('fanatic', 'friendly'), ('friendly', 'zombie'), ('practitioner', 'explorer'), ('writer', 'fall'), ('zombie', 'evangelist')]"
4589,"['alcohol', 'lover', 'communicator', 'typical', 'troublemaker', 'hardcore', 'coffee', 'advocate', 'web', 'practitioner', 'social', 'medium', 'ninja', 'lifelong', 'problem', 'solver']",8,7,2,3,9,2,9,"[('advocate', 'web'), ('alcohol', 'lover'), ('coffee', 'advocate'), ('communicator', 'typical'), ('hardcore', 'coffee'), ('lifelong', 'problem'), ('lover', 'communicator'), ('medium', 'ninja'), ('ninja', 'lifelong'), ('practitioner', 'social'), ('problem', 'solver'), ('social', 'medium'), ('troublemaker', 'hardcore'), ('typical', 'troublemaker'), ('web', 'practitioner')]"
4590,"['wannabe', 'coffee', 'specialist', 'problem', 'solver', 'travel', 'fanatic', 'creator', 'passionate', 'tv', 'aficionado']",6,4,1,6,6,9,8,"[('coffee', 'specialist'), ('creator', 'passionate'), ('fanatic', 'creator'), ('passionate', 'tv'), ('problem', 'solver'), ('solver', 'travel'), ('specialist', 'problem'), ('travel', 'fanatic'), ('tv', 'aficionado'), ('wannabe', 'coffee')]"
4591,"['general', 'internet', 'nerd', 'music', 'specialist', 'alcohol', 'evangelist', 'social', 'medium', 'fan', 'typical', 'analyst']",0,9,7,1,0,1,0,"[('alcohol', 'evangelist'), ('evangelist', 'social'), ('fan', 'typical'), ('general', 'internet'), ('internet', 'nerd'), ('medium', 'fan'), ('music', 'specialist'), ('nerd', 'music'), ('social', 'medium'), ('specialist', 'alcohol'), ('typical', 'analyst')]"
4592,"['travel', 'geek', 'beer', 'buff', 'passionate', 'tv', 'evangelist', 'coffee', 'fanatic', 'incurable', 'web', 'maven']",2,5,7,4,1,0,2,"[('beer', 'buff'), ('buff', 'passionate'), ('coffee', 'fanatic'), ('evangelist', 'coffee'), ('fanatic', 'incurable'), ('geek', 'beer'), ('incurable', 'web'), ('passionate', 'tv'), ('travel', 'geek'), ('tv', 'evangelist'), ('web', 'maven')]"
4593,"['typical', 'musicaholic', 'pop', 'culture', 'lover', 'proud', 'alcohol', 'enthusiast', 'hardcore', 'tv', 'specialist', 'travel', 'maven']",8,2,2,6,7,8,3,"[('alcohol', 'enthusiast'), ('culture', 'lover'), ('enthusiast', 'hardcore'), ('hardcore', 'tv'), ('lover', 'proud'), ('musicaholic', 'pop'), ('pop', 'culture'), ('proud', 'alcohol'), ('specialist', 'travel'), ('travel', 'maven'), ('tv', 'specialist'), ('typical', 'musicaholic')]"
4594,"['unapologetic', 'travel', 'practitioner', 'proud', 'communicator', 'incurable', 'reader']",3,2,0,3,0,2,0,"[('communicator', 'incurable'), ('incurable', 'reader'), ('practitioner', 'proud'), ('proud', 'communicator'), ('travel', 'practitioner'), ('unapologetic', 'travel')]"
4595,"['passionate', 'music', 'expert', 'typical', 'pop', 'culture', 'practitioner', 'food', 'fan', 'bacon', 'advocate', 'total', 'student']",5,5,6,9,0,3,2,"[('advocate', 'total'), ('bacon', 'advocate'), ('culture', 'practitioner'), ('expert', 'typical'), ('fan', 'bacon'), ('food', 'fan'), ('music', 'expert'), ('passionate', 'music'), ('pop', 'culture'), ('practitioner', 'food'), ('total', 'student'), ('typical', 'pop')]"
4596,"['reader', 'award-winning', 'alcohol', 'aficionado', 'internet', 'enthusiast', 'twitter', 'ninja']",5,5,2,4,7,9,5,"[('aficionado', 'internet'), ('alcohol', 'aficionado'), ('award-winning', 'alcohol'), ('enthusiast', 'twitter'), ('internet', 'enthusiast'), ('reader', 'award-winning'), ('twitter', 'ninja')]"
4597,"['proud', 'travelaholic', 'total', 'coffee', 'junkie', 'unapologetic', 'troublemaker', 'lifelong', 'communicator']",6,1,7,8,0,2,3,"[('coffee', 'junkie'), ('junkie', 'unapologetic'), ('lifelong', 'communicator'), ('proud', 'travelaholic'), ('total', 'coffee'), ('travelaholic', 'total'), ('troublemaker', 'lifelong'), ('unapologetic', 'troublemaker')]"
4598,"['web', 'fan', 'tv', 'lover', 'creator', 'professional', 'problem', 'solver', 'music', 'guru', 'prone', 'fit', 'apathy']",5,0,9,7,5,4,1,"[('creator', 'professional'), ('fan', 'tv'), ('fit', 'apathy'), ('guru', 'prone'), ('lover', 'creator'), ('music', 'guru'), ('problem', 'solver'), ('professional', 'problem'), ('prone', 'fit'), ('solver', 'music'), ('tv', 'lover'), ('web', 'fan')]"
4599,"['music', 'advocate', 'incurable', 'problem', 'solver', 'web', 'junkie', 'friendly', 'food', 'geek', 'coffee', 'enthusiast', 'zombie', 'fanatic']",7,6,7,0,1,7,8,"[('advocate', 'incurable'), ('coffee', 'enthusiast'), ('enthusiast', 'zombie'), ('food', 'geek'), ('friendly', 'food'), ('geek', 'coffee'), ('incurable', 'problem'), ('junkie', 'friendly'), ('music', 'advocate'), ('problem', 'solver'), ('solver', 'web'), ('web', 'junkie'), ('zombie', 'fanatic')]"
4600,"['troublemaker', 'fall', 'lot', 'zombie', 'fanatic', 'avid', 'social', 'medium', 'guru', 'alcohol', 'advocate', 'tv', 'fan', 'twitter', 'specialist']",1,0,2,7,4,3,7,"[('advocate', 'tv'), ('alcohol', 'advocate'), ('avid', 'social'), ('fall', 'lot'), ('fan', 'twitter'), ('fanatic', 'avid'), ('guru', 'alcohol'), ('lot', 'zombie'), ('medium', 'guru'), ('social', 'medium'), ('troublemaker', 'fall'), ('tv', 'fan'), ('twitter', 'specialist'), ('zombie', 'fanatic')]"
4601,"['avid', 'web', 'scholar', 'typical', 'bacon', 'enthusiast', 'award-winning', 'tv', 'aficionado', 'coffee', 'practitioner', 'evil', 'communicator', 'wannabe', 'internet', 'fanatic', 'twitter', 'fan']",9,2,9,0,2,2,4,"[('aficionado', 'coffee'), ('avid', 'web'), ('award-winning', 'tv'), ('bacon', 'enthusiast'), ('coffee', 'practitioner'), ('communicator', 'wannabe'), ('enthusiast', 'award-winning'), ('evil', 'communicator'), ('fanatic', 'twitter'), ('internet', 'fanatic'), ('practitioner', 'evil'), ('scholar', 'typical'), ('tv', 'aficionado'), ('twitter', 'fan'), ('typical', 'bacon'), ('wannabe', 'internet'), ('web', 'scholar')]"
4602,"['social', 'medium', 'scholar', 'infuriatingly', 'humble', 'tv', 'trailblazer', 'certified', 'web', 'expert', 'incurable', 'writer']",7,5,3,4,2,2,4,"[('certified', 'web'), ('expert', 'incurable'), ('humble', 'tv'), ('incurable', 'writer'), ('infuriatingly', 'humble'), ('medium', 'scholar'), ('scholar', 'infuriatingly'), ('social', 'medium'), ('trailblazer', 'certified'), ('tv', 'trailblazer'), ('web', 'expert')]"
4603,"['zombie', 'geek', 'creator', 'lifelong', 'tv', 'aficionado', 'music', 'evangelist', 'wannabe', 'organizer', 'general', 'beer', 'fan', 'incurable', 'social', 'medium', 'trailblazer']",3,3,1,3,0,3,5,"[('aficionado', 'music'), ('beer', 'fan'), ('creator', 'lifelong'), ('evangelist', 'wannabe'), ('fan', 'incurable'), ('geek', 'creator'), ('general', 'beer'), ('incurable', 'social'), ('lifelong', 'tv'), ('medium', 'trailblazer'), ('music', 'evangelist'), ('organizer', 'general'), ('social', 'medium'), ('tv', 'aficionado'), ('wannabe', 'organizer'), ('zombie', 'geek')]"
4604,"['hipster-friendly', 'zombie', 'fanatic', 'hardcore', 'web', 'fanatic', 'proud', 'creator', 'beer', 'scholar', 'typical', 'travel', 'specialist']",0,6,6,7,0,2,5,"[('beer', 'scholar'), ('creator', 'beer'), ('hardcore', 'web'), ('hipster-friendly', 'zombie'), ('proud', 'creator'), ('scholar', 'typical'), ('travel', 'specialist'), ('typical', 'travel'), ('fanatic', 'hardcore'), ('fanatic', 'proud'), ('web', 'fanatic'), ('zombie', 'fanatic')]"
4605,"['amateur', 'internet', 'scholar', 'social', 'medium', 'nerd', 'wannabe', 'zombie', 'geek', 'reader', 'general', 'coffee', 'fanatic']",8,9,7,9,3,8,3,"[('amateur', 'internet'), ('coffee', 'fanatic'), ('geek', 'reader'), ('general', 'coffee'), ('internet', 'scholar'), ('medium', 'nerd'), ('nerd', 'wannabe'), ('reader', 'general'), ('scholar', 'social'), ('social', 'medium'), ('wannabe', 'zombie'), ('zombie', 'geek')]"
4606,"['passionate', 'pop', 'culture', 'fan', 'extreme', 'internet', 'fanatic', 'general', 'web', 'ninja', 'freelance', 'bacon', 'junkie']",5,3,3,3,0,0,6,"[('bacon', 'junkie'), ('culture', 'fan'), ('extreme', 'internet'), ('fan', 'extreme'), ('fanatic', 'general'), ('freelance', 'bacon'), ('general', 'web'), ('internet', 'fanatic'), ('ninja', 'freelance'), ('passionate', 'pop'), ('pop', 'culture'), ('web', 'ninja')]"
4607,"['devoted', 'tvaholic', 'total', 'travel', 'expert', 'passionate', 'music', 'maven', 'general', 'web', 'aficionado']",1,2,8,5,9,5,8,"[('devoted', 'tvaholic'), ('expert', 'passionate'), ('general', 'web'), ('maven', 'general'), ('music', 'maven'), ('passionate', 'music'), ('total', 'travel'), ('travel', 'expert'), ('tvaholic', 'total'), ('web', 'aficionado')]"
4608,"['subtly', 'charming', 'music', 'fanatic', 'communicator', 'lifelong', 'coffee', 'trailblazer', 'award-winning', 'food', 'fan']",7,8,3,7,9,5,4,"[('award-winning', 'food'), ('charming', 'music'), ('coffee', 'trailblazer'), ('communicator', 'lifelong'), ('fanatic', 'communicator'), ('food', 'fan'), ('lifelong', 'coffee'), ('music', 'fanatic'), ('subtly', 'charming'), ('trailblazer', 'award-winning')]"
4609,"['lifelong', 'zombie', 'specialist', 'twitter', 'fan', 'travel', 'enthusiast', 'amateur', 'tv', 'advocate', 'hardcore', 'creator']",3,1,2,6,3,2,1,"[('advocate', 'hardcore'), ('amateur', 'tv'), ('enthusiast', 'amateur'), ('fan', 'travel'), ('hardcore', 'creator'), ('lifelong', 'zombie'), ('specialist', 'twitter'), ('travel', 'enthusiast'), ('tv', 'advocate'), ('twitter', 'fan'), ('zombie', 'specialist')]"
4610,"['food', 'expert', 'analyst', 'proud', 'pop', 'culture', 'practitioner', 'twitter', 'fanatic', 'lifelong', 'organizer']",2,9,7,1,2,7,6,"[('analyst', 'proud'), ('culture', 'practitioner'), ('expert', 'analyst'), ('fanatic', 'lifelong'), ('food', 'expert'), ('lifelong', 'organizer'), ('pop', 'culture'), ('practitioner', 'twitter'), ('proud', 'pop'), ('twitter', 'fanatic')]"
4611,"['zombie', 'lover', 'twitter', 'specialist', 'reader', 'devoted', 'social', 'medium', 'evangelist', 'beer', 'fan', 'bacon', 'junkie']",7,8,2,6,7,7,4,"[('bacon', 'junkie'), ('beer', 'fan'), ('devoted', 'social'), ('evangelist', 'beer'), ('fan', 'bacon'), ('lover', 'twitter'), ('medium', 'evangelist'), ('reader', 'devoted'), ('social', 'medium'), ('specialist', 'reader'), ('twitter', 'specialist'), ('zombie', 'lover')]"
4612,"['social', 'medium', 'scholar', 'travel', 'junkie', 'food', 'fanatic', 'award-winning', 'gamer', 'freelance', 'student', 'professional', 'introvert']",7,5,4,7,7,4,4,"[('award-winning', 'gamer'), ('fanatic', 'award-winning'), ('food', 'fanatic'), ('freelance', 'student'), ('gamer', 'freelance'), ('junkie', 'food'), ('medium', 'scholar'), ('professional', 'introvert'), ('scholar', 'travel'), ('social', 'medium'), ('student', 'professional'), ('travel', 'junkie')]"
4613,"['musicaholic', 'lifelong', 'reader', 'food', 'fanatic', 'incurable', 'web', 'advocate', 'proud', 'introvert']",5,9,6,5,4,5,8,"[('advocate', 'proud'), ('fanatic', 'incurable'), ('food', 'fanatic'), ('incurable', 'web'), ('lifelong', 'reader'), ('musicaholic', 'lifelong'), ('proud', 'introvert'), ('reader', 'food'), ('web', 'advocate')]"
4614,"['pop', 'culture', 'scholar', 'amateur', 'twitter', 'nerd', 'hipster-friendly', 'zombie', 'fanatic', 'typical', 'creator']",2,7,5,2,3,9,8,"[('amateur', 'twitter'), ('culture', 'scholar'), ('fanatic', 'typical'), ('hipster-friendly', 'zombie'), ('nerd', 'hipster-friendly'), ('pop', 'culture'), ('scholar', 'amateur'), ('twitter', 'nerd'), ('typical', 'creator'), ('zombie', 'fanatic')]"
4615,"['zombie', 'fanatic', 'freelance', 'social', 'medium', 'aficionado', 'unable', 'type', 'boxing', 'glove', 'coffee', 'fanatic']",4,8,2,5,7,4,6,"[('aficionado', 'unable'), ('boxing', 'glove'), ('freelance', 'social'), ('glove', 'coffee'), ('medium', 'aficionado'), ('social', 'medium'), ('type', 'boxing'), ('unable', 'type'), ('coffee', 'fanatic'), ('fanatic', 'freelance'), ('zombie', 'fanatic')]"
4616,"['twitter', 'buff', 'incurable', 'social', 'medium', 'specialist', 'entrepreneur', 'pop', 'culture', 'junkie', 'avid', 'zombie', 'advocate', 'communicator']",1,0,5,0,6,5,0,"[('advocate', 'communicator'), ('avid', 'zombie'), ('buff', 'incurable'), ('culture', 'junkie'), ('entrepreneur', 'pop'), ('incurable', 'social'), ('junkie', 'avid'), ('medium', 'specialist'), ('pop', 'culture'), ('social', 'medium'), ('specialist', 'entrepreneur'), ('twitter', 'buff'), ('zombie', 'advocate')]"
4617,"['alcohol', 'practitioner', 'friendly', 'beeraholic', 'social', 'medium', 'nerd', 'wannabe', 'analyst', 'introvert']",0,0,6,6,3,7,3,"[('alcohol', 'practitioner'), ('analyst', 'introvert'), ('beeraholic', 'social'), ('friendly', 'beeraholic'), ('medium', 'nerd'), ('nerd', 'wannabe'), ('practitioner', 'friendly'), ('social', 'medium'), ('wannabe', 'analyst')]"
4618,"['devoted', 'bacon', 'practitioner', 'problem', 'solver', 'hipster-friendly', 'analyst', 'amateur', 'web', 'fanatic', 'wannabe', 'food', 'expert']",3,9,0,2,7,2,7,"[('amateur', 'web'), ('analyst', 'amateur'), ('bacon', 'practitioner'), ('devoted', 'bacon'), ('fanatic', 'wannabe'), ('food', 'expert'), ('hipster-friendly', 'analyst'), ('practitioner', 'problem'), ('problem', 'solver'), ('solver', 'hipster-friendly'), ('wannabe', 'food'), ('web', 'fanatic')]"
4619,"['internet', 'specialist', 'organizer', 'unapologetic', 'writer', 'music', 'lover', 'thinker', 'evil', 'creator', 'devoted', 'reader', 'proud', 'bacon', 'fanatic', 'zombie', 'guru']",3,0,5,0,1,9,0,"[('bacon', 'fanatic'), ('creator', 'devoted'), ('devoted', 'reader'), ('evil', 'creator'), ('fanatic', 'zombie'), ('internet', 'specialist'), ('lover', 'thinker'), ('music', 'lover'), ('organizer', 'unapologetic'), ('proud', 'bacon'), ('reader', 'proud'), ('specialist', 'organizer'), ('thinker', 'evil'), ('unapologetic', 'writer'), ('writer', 'music'), ('zombie', 'guru')]"
4620,"['extreme', 'social', 'medium', 'buff', 'zombie', 'aficionado', 'coffee', 'trailblazer', 'friendly', 'student', 'reader']",7,4,5,6,2,9,4,"[('aficionado', 'coffee'), ('buff', 'zombie'), ('coffee', 'trailblazer'), ('extreme', 'social'), ('friendly', 'student'), ('medium', 'buff'), ('social', 'medium'), ('student', 'reader'), ('trailblazer', 'friendly'), ('zombie', 'aficionado')]"
4621,"['student', 'general', 'webaholic', 'food', 'junkie', 'award-winning', 'pop', 'culture', 'fanatic', 'total', 'explorer', 'analyst']",3,2,2,7,4,2,5,"[('award-winning', 'pop'), ('culture', 'fanatic'), ('explorer', 'analyst'), ('fanatic', 'total'), ('food', 'junkie'), ('general', 'webaholic'), ('junkie', 'award-winning'), ('pop', 'culture'), ('student', 'general'), ('total', 'explorer'), ('webaholic', 'food')]"
4622,"['music', 'lover', 'twitter', 'trailblazer', 'pop', 'culture', 'expert', 'friendly', 'writer', 'tv', 'ninja', 'lifelong', 'gamer', 'evil', 'troublemaker']",0,8,8,7,7,7,4,"[('culture', 'expert'), ('evil', 'troublemaker'), ('expert', 'friendly'), ('friendly', 'writer'), ('gamer', 'evil'), ('lifelong', 'gamer'), ('lover', 'twitter'), ('music', 'lover'), ('ninja', 'lifelong'), ('pop', 'culture'), ('trailblazer', 'pop'), ('tv', 'ninja'), ('twitter', 'trailblazer'), ('writer', 'tv')]"
4623,"['hardcore', 'tv', 'guru', 'incurable', 'coffee', 'fanatic', 'pop', 'cultureaholic', 'explorer', 'bacon', 'lover', 'web', 'junkie', 'total', 'travel', 'practitioner', 'social', 'medium', 'trailblazer']",5,1,4,2,7,7,1,"[('bacon', 'lover'), ('coffee', 'fanatic'), ('cultureaholic', 'explorer'), ('explorer', 'bacon'), ('fanatic', 'pop'), ('guru', 'incurable'), ('hardcore', 'tv'), ('incurable', 'coffee'), ('junkie', 'total'), ('lover', 'web'), ('medium', 'trailblazer'), ('pop', 'cultureaholic'), ('practitioner', 'social'), ('social', 'medium'), ('total', 'travel'), ('travel', 'practitioner'), ('tv', 'guru'), ('web', 'junkie')]"
4624,"['tv', 'fanatic', 'pop', 'culture', 'lover', 'general', 'music', 'scholar', 'gamer', 'beer', 'guru']",2,7,1,6,2,7,2,"[('beer', 'guru'), ('culture', 'lover'), ('fanatic', 'pop'), ('gamer', 'beer'), ('general', 'music'), ('lover', 'general'), ('music', 'scholar'), ('pop', 'culture'), ('scholar', 'gamer'), ('tv', 'fanatic')]"
4625,"['amateur', 'coffee', 'geek', 'zombie', 'specialist', 'student', 'devoted', 'analyst', 'award-winning', 'beer', 'guru']",2,4,1,4,6,7,0,"[('amateur', 'coffee'), ('analyst', 'award-winning'), ('award-winning', 'beer'), ('beer', 'guru'), ('coffee', 'geek'), ('devoted', 'analyst'), ('geek', 'zombie'), ('specialist', 'student'), ('student', 'devoted'), ('zombie', 'specialist')]"
